Id,CLASSE
15202,Normal
3553,Normal
16363,Normal
9806,Normal
8496,Normal
6242,Normal
8972,Normal
9800,Normal
14444,
10187,Anormal
15982,Anormal
2487,Anormal
7095,Normal
10916,Anormal
2197,Normal
1365,Normal
5227,Normal
11710,Anormal
17840,Normal
12794,Normal
3138,Normal
7502,Normal
9946,
2438,Anormal
7251,Normal
8028,Anormal
6614,Anormal
4268,Anormal
8461,Normal
9189,Normal
5049,Normal
14494,Normal
16692,Normal
3807,Anormal
1315,Anormal
12587,
4710,Normal
9235,Normal
2895,Anormal
15013,Anormal
4371,Normal
8357,Anormal
565,Anormal
619,Anormal
10287,Anormal
6704,Normal
816,
4458,Anormal
16081,Anormal
2590,Anormal
4453,Normal
5626,Normal
13945,Normal
681,Normal
3550,Normal
15857,Normal
6942,Anormal
15582,Normal
16941,Normal
12536,Anormal
2398,Normal
17390,Normal
1991,Normal
10330,Normal
14231,Normal
3297,Normal
9404,Anormal
1865,Normal
16648,Normal
6891,Anormal
14456,Anormal
10680,Normal
1689,Normal
3003,Anormal
9787,Normal
10136,Normal
8485,Normal
5132,Anormal
233,Anormal
4380,
2027,Normal
4528,Anormal
7012,Anormal
4994,Normal
12652,Anormal
15646,Anormal
323,Normal
9409,Normal
13185,Anormal
13720,Anormal
13841,Normal
5462,Normal
11604,Normal
6491,Normal
2741,Anormal
1099,
4228,Normal
12805,Normal
11715,Anormal
9328,Normal
11984,Anormal
16650,Anormal
6103,Anormal
1390,Anormal
4816,Normal
10178,Normal
7126,Normal
5307,
7153,Anormal
5855,Normal
16045,Anormal
15433,Anormal
7662,Anormal
3509,Anormal
4477,Anormal
2552,Normal
16977,Normal
9319,
6871,
12675,Anormal
7224,Anormal
6940,Anormal
16652,Normal
6247,Anormal
17129,Anormal
5381,Normal
12862,Anormal
11766,Normal
4082,Anormal
13102,Normal
2416,Normal
2643,Normal
8936,Normal
3547,Normal
5537,Anormal
674,Normal
2518,Anormal
8939,Normal
998,Normal
5223,Normal
14490,Anormal
13158,Anormal
2352,Normal
596,Normal
2921,Normal
3204,Normal
17549,Anormal
10839,Normal
11793,Anormal
17808,Anormal
4760,Anormal
8979,Anormal
3711,Normal
14274,Normal
2189,Normal
16589,Anormal
15745,Normal
17595,Normal
777,Anormal
4075,Normal
4829,Anormal
4947,Anormal
15950,Normal
14794,Normal
12360,Normal
1290,Normal
16488,Normal
6274,Anormal
17080,Normal
17426,Anormal
2888,Normal
12580,Normal
16332,
9865,Anormal
17641,Normal
535,Normal
11180,Anormal
5506,Normal
7831,Anormal
8465,Normal
14074,Normal
2901,Anormal
8949,Anormal
6228,Anormal
15925,Normal
10076,Normal
11160,Anormal
1444,Normal
7706,Normal
10840,
13391,Normal
8981,Normal
9259,Normal
9361,Anormal
1435,Anormal
3644,Anormal
312,Normal
4356,Anormal
13487,Normal
4984,Normal
10037,Anormal
16106,Anormal
13053,Normal
197,Normal
9126,Normal
3779,Anormal
9857,Normal
5225,Normal
1850,Normal
3093,Normal
925,Anormal
3818,
891,Normal
9711,Normal
9595,Normal
8944,Normal
6583,Anormal
2513,Normal
6775,Normal
10515,Normal
5601,Normal
16508,Anormal
14360,Normal
5734,Anormal
16043,Anormal
10022,Normal
4917,Anormal
3882,Normal
16805,Normal
847,Anormal
16032,Normal
385,Anormal
16595,Normal
3598,Normal
8508,Anormal
2076,Anormal
1451,Anormal
12911,Normal
641,Anormal
295,Anormal
10424,Normal
1357,Normal
12152,Normal
16109,Anormal
9343,
3478,Normal
7940,Anormal
10013,Normal
5411,Normal
2074,Anormal
12430,Normal
11372,
14798,Normal
10740,Normal
1452,Normal
10447,Normal
13261,Normal
7109,Normal
6376,Normal
13232,Anormal
1675,
1761,Normal
16719,Anormal
16803,Anormal
7575,Anormal
17434,Normal
927,Normal
14605,Anormal
10826,Normal
2852,Normal
8466,Normal
13413,Normal
16153,Normal
9020,Normal
2341,Anormal
16196,Anormal
14695,Normal
7081,Normal
4979,Anormal
7029,
16582,Normal
9116,Normal
6374,Normal
9113,Normal
11621,Anormal
17007,Normal
268,Normal
12404,Normal
11451,Normal
14089,Anormal
14511,Anormal
107,Anormal
11302,Anormal
17589,Anormal
1703,Normal
11636,
6372,Normal
17017,Normal
1128,Anormal
1627,Normal
12563,Normal
7240,Normal
4718,Normal
12899,Normal
16421,Anormal
4518,Normal
1344,Normal
15192,Anormal
14418,Anormal
15511,Normal
9742,Anormal
11414,Anormal
2632,Anormal
7376,Anormal
16812,Anormal
14675,Normal
10407,Anormal
16010,Normal
8254,Anormal
11438,Anormal
16914,Anormal
1734,Normal
16834,Anormal
10454,
4170,Normal
796,Normal
13513,
9762,Normal
17256,Anormal
13123,Normal
3494,Normal
8940,Normal
130,Anormal
6797,Normal
4896,Normal
765,Normal
12732,
5469,Anormal
11982,Anormal
15223,Anormal
8371,Anormal
15688,Normal
4353,Normal
16475,Anormal
14154,Anormal
12804,Normal
5767,Anormal
9460,Normal
11375,Anormal
877,Normal
15836,Normal
4454,
12852,Normal
12160,Normal
12319,Anormal
11386,Normal
13612,Anormal
12461,Anormal
17261,
12483,Normal
9357,
6309,Normal
14280,Normal
2861,Normal
14781,
15210,Normal
8532,
9843,Normal
7232,Anormal
6937,Normal
16381,Anormal
5349,Normal
7005,Normal
6334,Anormal
8084,Normal
10307,Normal
10041,
13794,Normal
14481,Anormal
15212,Anormal
1013,Anormal
12026,Anormal
7910,Normal
13941,Anormal
10919,Normal
3742,Normal
3344,Normal
6685,Anormal
15162,Normal
11434,Anormal
8409,
17717,Anormal
14146,Normal
15591,
12713,Normal
11761,Normal
3192,Normal
7842,Normal
14488,Anormal
8016,Normal
7593,Normal
2431,Anormal
7550,Anormal
9772,Normal
723,Normal
1631,Normal
17348,Normal
16755,Normal
14005,Anormal
6164,Normal
3316,Normal
14957,Normal
1456,Normal
9462,Anormal
146,Anormal
6044,Anormal
11585,Normal
11206,Anormal
5675,Normal
11818,Normal
14863,Anormal
2405,Normal
12503,Normal
5427,
7044,Anormal
2351,Anormal
8450,Normal
11274,Normal
9850,Anormal
11466,Normal
15233,Normal
10314,
16639,Normal
1216,Anormal
4786,Normal
2312,Normal
15156,
87,
516,Normal
7068,Normal
11269,Normal
12405,Anormal
3642,Normal
13298,Normal
9006,Normal
10995,Normal
6263,Normal
13276,Normal
17522,Anormal
2150,Anormal
14591,Normal
17374,Normal
12763,Normal
13894,Anormal
3208,Normal
8601,Normal
3178,Anormal
6711,Normal
799,Normal
5797,Normal
17543,Normal
2476,Anormal
17490,Anormal
17208,Anormal
9285,Anormal
1347,Anormal
15963,Normal
11764,Normal
16235,Normal
17775,Normal
8615,Anormal
9296,Normal
12498,Normal
1130,Anormal
9713,Normal
2424,Anormal
10426,Normal
314,Normal
831,Anormal
7656,Normal
3585,Normal
1267,Anormal
12325,Normal
8082,Anormal
658,Anormal
8909,Anormal
11987,Normal
8164,Normal
9150,Normal
17483,Normal
13947,Anormal
13983,Normal
16645,Normal
2648,Normal
6424,Normal
5813,Anormal
14923,
14666,Normal
1221,Normal
15711,
7851,Normal
9451,Anormal
12049,Anormal
15286,Normal
2603,Normal
16013,Normal
6435,Anormal
12194,Normal
10836,Normal
3978,Anormal
3919,
4770,Normal
4815,Anormal
9757,Normal
9281,Normal
13172,Normal
7307,Anormal
11019,Normal
11369,Normal
14760,Anormal
6341,Normal
3820,Anormal
15412,Normal
9877,Anormal
13380,Anormal
15099,Normal
270,Anormal
2988,Normal
4728,Anormal
12431,Normal
4053,Normal
14766,Normal
9829,Anormal
17712,Anormal
3580,Normal
10705,Normal
12313,Anormal
10568,Normal
7603,Normal
4287,Normal
11837,Anormal
1386,Anormal
15653,Anormal
13829,Normal
7538,Normal
14033,Normal
14343,Normal
12892,Anormal
7668,
7105,Normal
1467,Normal
17200,Normal
13482,Normal
14222,Anormal
5760,Anormal
14877,Normal
14771,Normal
7762,Normal
10753,
9101,
1612,Normal
10575,Normal
11565,Anormal
5231,Normal
6512,Normal
8538,
12720,Normal
15941,Anormal
7130,
7350,Normal
4752,Normal
7885,Normal
6720,Normal
15335,Normal
15510,Anormal
9102,
5079,Anormal
17217,Anormal
2820,Normal
4301,Normal
6888,Normal
2025,
1113,Normal
2754,Normal
752,
17275,Normal
17691,Anormal
8259,Anormal
16700,Normal
15888,
2378,Anormal
3691,Normal
8959,Anormal
6361,Normal
5863,
7931,Anormal
16280,Normal
1808,Anormal
8630,Normal
7547,Normal
5147,Normal
7935,Anormal
16610,Normal
94,Anormal
902,Normal
15851,
7790,Normal
9299,Normal
8778,Anormal
8925,Anormal
7235,
11394,Normal
6185,Anormal
6053,Normal
3146,Normal
675,Normal
11037,Anormal
5944,Anormal
4740,Anormal
6239,Normal
4262,Normal
7318,Normal
328,Normal
10881,Anormal
1607,Anormal
8927,Anormal
8046,
147,Normal
9230,Normal
10793,Anormal
3648,Normal
6378,Normal
8093,
2194,Anormal
8982,Normal
15345,Anormal
4575,Anormal
3332,Normal
17194,Anormal
7258,Normal
11444,Normal
5010,Normal
3447,Anormal
9797,Anormal
6047,Normal
4878,Normal
6301,Normal
5454,Normal
8838,Anormal
16603,Normal
2504,Anormal
10532,Normal
15386,Normal
8639,Normal
881,Anormal
8136,Normal
6290,Anormal
7965,Anormal
8680,Normal
9078,
6241,Normal
5570,Anormal
10518,Normal
8672,Normal
13532,Normal
9316,Anormal
11083,Normal
14345,Normal
10833,Normal
14395,Normal
15051,Anormal
520,Anormal
10955,Normal
7419,Anormal
3743,Normal
14579,Normal
15921,Normal
10254,Anormal
14211,Normal
4834,
4805,Normal
9405,Normal
10990,
9391,Normal
7166,Normal
645,Normal
9589,Normal
8656,
10032,Anormal
6195,Normal
9677,
6564,Normal
7375,Normal
14086,Normal
10531,Anormal
1691,Normal
2117,Normal
819,Anormal
15172,
14169,Anormal
17789,Anormal
6366,Normal
6623,Normal
6719,Anormal
16274,Normal
4245,Normal
919,Anormal
7686,Normal
5695,Anormal
3814,
16799,Normal
8591,Normal
8540,Anormal
6259,Normal
1278,Anormal
12677,Anormal
4282,Anormal
17859,Normal
17352,Anormal
6997,Normal
5125,Normal
2301,Normal
2052,Anormal
9454,Anormal
4340,Normal
16885,Normal
12,Anormal
4915,Anormal
2480,Anormal
947,Anormal
6570,
14214,Normal
17311,Normal
16265,Anormal
16020,Anormal
878,Normal
13440,Anormal
17118,Normal
5077,Normal
13548,Normal
1562,Normal
12218,Normal
11593,Anormal
9456,Normal
14998,Normal
15493,Anormal
10878,Anormal
12486,Anormal
14819,
12683,Normal
11465,Anormal
11323,Normal
7487,Normal
10370,Anormal
4509,Normal
10557,Normal
841,Anormal
13189,Normal
8049,Normal
11872,Normal
3788,Normal
10729,Normal
12137,Anormal
9014,Normal
3863,Anormal
14304,Normal
13181,
10165,Anormal
16527,Anormal
2698,Anormal
6597,Normal
2337,Normal
10579,Anormal
7948,Anormal
3383,Anormal
842,Anormal
10643,Normal
10470,Normal
4002,
880,Normal
2832,Normal
4662,Normal
16449,Normal
4114,Anormal
212,
13640,
5739,Normal
15685,Normal
4425,Normal
16647,Normal
15382,Normal
616,Normal
16179,Normal
8510,Anormal
2251,Normal
7420,Normal
3055,Anormal
16979,Normal
9290,Normal
16310,Anormal
14827,Anormal
6841,Normal
7183,Anormal
7956,Normal
9684,Normal
16615,Anormal
13606,Normal
12581,Normal
11786,Normal
6978,Anormal
5336,Normal
11519,Normal
10134,Normal
12681,Anormal
5302,Anormal
10516,Normal
11288,Anormal
9083,Normal
2539,Normal
3030,Anormal
501,Anormal
17394,Normal
10278,Anormal
13544,Normal
13196,
8167,
13073,Normal
985,Anormal
1578,Normal
4761,Normal
10283,Anormal
5603,
10386,Normal
12257,Normal
16201,Anormal
9046,Normal
2023,Normal
11907,Normal
9330,Anormal
12025,Normal
15890,Normal
11901,Anormal
3175,Normal
892,Anormal
11433,Anormal
7193,Normal
10468,Anormal
6598,Anormal
14554,
15663,Normal
8801,Normal
1116,Anormal
10563,Normal
15597,Normal
11964,Normal
12891,Anormal
10286,Anormal
1448,
16079,Normal
15758,Anormal
1257,Anormal
17676,Anormal
16626,Anormal
5423,Normal
8771,Anormal
3759,Normal
644,Normal
7390,Normal
8283,Normal
15145,Anormal
17312,Anormal
9851,Anormal
15815,
9927,Anormal
12012,Anormal
14995,Normal
5327,
4302,Normal
14438,Normal
5472,Normal
10913,Normal
9353,Anormal
3943,Normal
14849,Anormal
1061,
2033,Normal
8212,Normal
2796,Normal
1748,Normal
10570,Normal
7880,Normal
2798,Anormal
9823,Normal
12772,Anormal
11767,Normal
7908,Normal
2380,Normal
8505,Anormal
11462,
2240,Normal
1678,Anormal
12234,Anormal
9721,Normal
13772,Normal
17338,Anormal
14323,Anormal
17094,Normal
6475,Anormal
10715,Normal
12350,Normal
8376,Anormal
11407,Normal
104,Anormal
5972,Normal
10219,Normal
8770,Normal
4568,Normal
14095,Anormal
9453,Normal
14129,Normal
11800,
8253,Normal
16229,Anormal
5187,Normal
2569,Anormal
3180,Anormal
10755,Anormal
404,Normal
3859,Normal
7818,Normal
16929,Anormal
4671,Normal
6324,Normal
13140,Normal
1664,Anormal
8769,Normal
6865,Normal
13228,Anormal
11096,Anormal
4879,Normal
1145,Normal
17325,Normal
1442,Normal
17650,Anormal
3343,Anormal
5745,Normal
7659,Normal
17460,Anormal
8250,Normal
17241,Normal
7263,Normal
7569,Anormal
519,Normal
371,Anormal
9139,Normal
3412,Normal
8592,Normal
10477,Anormal
16056,Normal
13834,Anormal
4981,Normal
15198,Normal
17015,Anormal
11940,Normal
8635,Normal
12410,
16091,Anormal
3725,Normal
15996,Normal
4668,Anormal
1902,Anormal
17725,Normal
856,Normal
4226,Anormal
4559,Anormal
2501,Normal
7106,Anormal
15291,Anormal
13995,Normal
14618,
7675,Normal
10284,Normal
3953,Anormal
15932,Normal
15254,Anormal
13403,Normal
7079,Normal
10834,Normal
10525,Normal
2347,Normal
1455,Anormal
7863,Normal
3514,Anormal
7050,Normal
12083,Anormal
10905,Normal
8220,Anormal
4635,Anormal
7844,Anormal
1052,Normal
346,Anormal
857,Normal
560,Normal
15880,Anormal
4442,Anormal
11260,Normal
2520,Normal
16190,Anormal
2141,Normal
12302,Normal
8053,Normal
17540,Normal
4012,Normal
6777,
8202,Normal
6023,Normal
6943,Anormal
3861,Anormal
15002,Normal
15869,Anormal
8298,Normal
4897,Normal
755,Anormal
11674,Anormal
11863,Anormal
8017,
17784,Anormal
4977,
2172,Normal
6529,Normal
12392,Normal
10357,Normal
1892,Normal
14191,Normal
1539,Normal
6360,Anormal
10380,Normal
12668,Anormal
3420,Normal
9966,Anormal
971,Anormal
6643,Normal
7624,Normal
12016,Anormal
7461,Anormal
16351,Anormal
1063,Normal
1354,Normal
4367,Anormal
16570,Normal
15595,Normal
9433,Anormal
14252,Anormal
14619,Anormal
2177,Normal
16353,Anormal
9368,Normal
7162,Normal
17471,Anormal
12855,Anormal
392,Anormal
5037,Normal
5426,Normal
5525,Normal
9537,Normal
12066,Normal
12993,Normal
13824,Normal
6526,Normal
12799,Normal
10291,Normal
9533,Anormal
4495,Anormal
8021,Normal
6895,Normal
3727,Anormal
16883,Normal
1598,Normal
4501,Normal
7200,Normal
7036,
9623,Anormal
989,Normal
8169,Normal
2875,Normal
16444,Normal
16835,Normal
8551,Normal
11,Anormal
5030,
11649,Normal
11900,Normal
6056,Normal
17158,Normal
7625,Normal
13860,Normal
15279,Anormal
3967,Normal
9227,
2137,Normal
9275,Normal
12332,Normal
11035,
17019,Normal
8314,Normal
3058,Normal
1054,Normal
82,
10956,
7907,Normal
14189,Normal
10100,Anormal
8524,Anormal
16550,Normal
3369,Anormal
10305,Anormal
16640,Normal
6286,Normal
8375,Normal
13160,Normal
15988,Anormal
12912,Anormal
8433,Anormal
12153,Normal
17199,Anormal
14514,Normal
17344,Anormal
17164,Normal
2887,Anormal
12909,Normal
403,Anormal
7430,Normal
1436,Normal
17356,Anormal
17593,Normal
11927,Normal
15056,Anormal
5841,Normal
9826,Anormal
12733,Normal
6662,Normal
2702,Normal
10263,Normal
3416,Anormal
16290,
14299,Anormal
13912,Normal
4541,Anormal
3763,Normal
17470,Normal
16996,Normal
5798,Normal
11230,Normal
488,Normal
7912,Anormal
8805,Anormal
4870,
15039,Anormal
12344,Normal
5732,Anormal
13641,Normal
9484,Normal
7600,
8150,Normal
3489,Normal
4225,Normal
13820,Normal
16238,Normal
12099,Normal
11221,Normal
7348,Anormal
10322,Anormal
15106,Anormal
9047,
8416,Normal
10436,Anormal
472,Anormal
12487,Anormal
14426,Anormal
10982,Normal
3527,Anormal
4373,Normal
14423,Normal
1723,Normal
778,Anormal
17843,Anormal
2956,Anormal
14375,
1606,Normal
13244,Normal
8340,Anormal
13156,Normal
4552,
1132,
5216,
1366,Normal
9256,Normal
2015,Normal
13013,Normal
3260,Anormal
14338,Normal
15606,Anormal
12361,Normal
5433,Normal
6284,Normal
17013,Normal
16431,Normal
13225,Normal
4790,Normal
2099,Normal
2030,
10823,Anormal
9026,Normal
16892,Normal
12452,Anormal
13679,Anormal
737,Anormal
11890,Anormal
13643,Anormal
2835,Normal
11530,Normal
8913,Anormal
16137,Anormal
15850,Normal
5385,Normal
17058,Normal
120,Anormal
2384,Anormal
13708,Anormal
2678,Anormal
11334,Anormal
8673,Normal
9694,Normal
14287,Anormal
9519,Anormal
10319,Normal
1086,Normal
14982,Normal
8308,Normal
16231,
9909,Normal
14886,Anormal
6179,Anormal
9242,Anormal
3650,Normal
7194,Normal
16548,Anormal
8162,Normal
6040,Normal
9262,Anormal
3799,Anormal
8546,Anormal
13671,Normal
2280,Anormal
14419,Normal
9241,Anormal
14462,Normal
4705,Anormal
14597,Anormal
14759,Normal
14681,Anormal
13212,
9840,Normal
15082,Normal
131,
9291,Normal
502,
8446,Normal
17600,Normal
12111,Normal
4822,Normal
15297,Normal
9882,Normal
11200,Anormal
12704,Normal
10033,Normal
174,Anormal
691,Normal
8010,Normal
15482,Anormal
8137,Anormal
3520,Normal
7941,Anormal
11924,Normal
16987,Normal
1189,Normal
11955,Anormal
2679,Anormal
14327,Normal
2246,Normal
6144,Anormal
313,
5176,Normal
9422,Anormal
14936,Normal
5094,Normal
12307,Anormal
2123,Normal
7677,Normal
16666,Normal
10526,Anormal
2503,Anormal
9252,Normal
6716,Normal
12172,Anormal
13020,Anormal
10993,Normal
13420,Normal
13215,Anormal
3715,Anormal
16066,Anormal
12669,Normal
1352,Anormal
6469,Anormal
4211,Normal
14480,Normal
5278,Normal
10028,Normal
14985,Normal
9765,Normal
12724,Normal
5064,Normal
9947,
1523,Normal
3983,Normal
17501,Normal
17837,Normal
4589,Anormal
17064,Normal
15709,Anormal
7535,Anormal
12480,Anormal
3956,Anormal
14364,Anormal
4928,Normal
7091,Normal
9245,Normal
5762,Normal
5985,Normal
2306,Normal
6881,Normal
407,Normal
6136,Normal
380,Anormal
3787,Normal
7408,Normal
9657,Anormal
15793,Normal
16950,Normal
3402,Normal
4179,Anormal
250,Normal
16069,Normal
10461,Anormal
14829,
16554,Normal
17377,Anormal
16495,Normal
4334,Normal
1008,Normal
12251,Anormal
5470,Normal
3726,Normal
4543,Normal
11207,Anormal
3483,Anormal
13741,Normal
7326,Normal
9705,Normal
8149,Normal
2092,Anormal
4129,Normal
10095,Normal
16697,Anormal
12127,Anormal
16416,Anormal
2799,Normal
17151,Anormal
2809,Normal
13906,Normal
5419,Anormal
11532,Normal
2366,Normal
8777,Normal
4669,Anormal
8651,Normal
11908,Normal
17042,Anormal
6507,Normal
13076,Normal
8983,Normal
9650,Normal
7871,Anormal
17399,Normal
7214,Anormal
16985,Anormal
3982,Anormal
332,Anormal
9581,Normal
12079,Normal
2778,Normal
8740,Normal
14125,Normal
6471,Normal
5655,Anormal
9467,Normal
11398,Anormal
11734,Anormal
14848,Normal
8643,Anormal
5341,Anormal
6646,Normal
4717,
10306,Anormal
12433,Anormal
3630,Anormal
12354,Anormal
7518,Normal
6118,Normal
1075,Normal
16713,Normal
4459,Normal
4954,Normal
15735,Normal
12129,Anormal
16687,Anormal
8349,Anormal
7590,Normal
3722,
15983,Anormal
2729,
5748,Anormal
7523,Normal
5060,Normal
2781,Normal
17463,
5885,Normal
8047,Anormal
9710,Anormal
14362,
13516,Anormal
9739,Anormal
3802,Normal
17214,Normal
15703,Normal
12403,Normal
15579,Anormal
4714,Normal
8256,Anormal
7141,Normal
8161,Normal
11880,Anormal
15608,Normal
10208,Anormal
9119,Anormal
17296,Anormal
5514,Anormal
13198,Normal
476,Normal
11309,Normal
5918,Normal
6747,Anormal
2681,Normal
7864,Normal
11588,Normal
7897,Anormal
1912,Normal
17648,Normal
9782,Anormal
6149,Normal
10796,Anormal
4819,Normal
4787,Anormal
7139,Anormal
523,Normal
16848,Anormal
9661,Normal
11194,Anormal
2585,Normal
14204,Normal
8857,Normal
14638,Anormal
8081,Anormal
12566,Normal
10651,Normal
3000,Normal
10458,Anormal
15896,Normal
2127,Anormal
15721,Anormal
4039,Normal
13241,Anormal
4071,Normal
13865,Normal
11443,Normal
1037,Anormal
3096,Normal
6611,Anormal
7342,Normal
6533,
5258,Normal
466,Normal
1470,Normal
2871,Normal
12088,Normal
774,Anormal
4661,Normal
360,Normal
7147,Normal
3173,Normal
6984,Anormal
17004,Normal
17779,Normal
4272,Anormal
10672,Normal
1302,Anormal
3849,Anormal
6779,Normal
14326,Anormal
15867,Normal
5162,Normal
5432,Anormal
6799,Normal
16124,Normal
10505,
14949,Normal
6725,
4912,Normal
5090,
14241,Normal
15544,Normal
409,Normal
12081,Normal
13459,Anormal
4217,Normal
16561,
12801,Normal
14792,Normal
2315,Normal
17277,Anormal
15930,
4927,Normal
3499,Normal
10157,Normal
10780,
16395,Normal
11112,Anormal
13485,Normal
1852,Normal
975,Normal
15740,Anormal
3741,Anormal
14535,Anormal
17774,Normal
12501,Normal
9031,Anormal
14152,Normal
5045,Anormal
15717,Anormal
7587,
2755,Normal
8245,Normal
6425,Normal
7349,Normal
2712,Anormal
1784,Normal
8493,Anormal
14475,Normal
13793,Normal
2913,Anormal
2308,Normal
14266,Anormal
256,Anormal
3966,Normal
4651,Anormal
11361,Normal
7446,Normal
11592,Normal
17457,Anormal
8499,Normal
5155,Anormal
12887,Normal
17844,Anormal
6234,Normal
3523,
5365,Anormal
7257,Anormal
10445,Anormal
8520,Normal
5705,Normal
12109,Normal
17418,Anormal
6183,Normal
3169,Anormal
1650,Normal
8650,Normal
13045,Normal
17871,Normal
11007,Anormal
849,Normal
5346,Normal
14518,Normal
4451,Normal
10722,Anormal
7560,Anormal
7372,Normal
5000,Normal
6555,Anormal
1654,Normal
11254,Normal
4943,Anormal
12553,Normal
6765,Anormal
4684,Normal
5528,Anormal
7986,Anormal
9775,Normal
15723,Normal
12010,
8204,Normal
9300,Anormal
1911,Normal
16426,Normal
12833,Normal
810,Normal
13070,Anormal
16816,Anormal
9369,Normal
5641,Normal
6882,Anormal
10329,Anormal
17005,Anormal
7623,Anormal
17525,Normal
3429,
5466,Normal
13144,Normal
9195,Normal
16896,Normal
610,Normal
10079,Normal
16771,Normal
11416,Normal
11788,Normal
15727,Normal
10101,Normal
9622,Anormal
2032,Normal
12274,Normal
929,Anormal
7332,Anormal
16200,Normal
2594,Anormal
2583,Normal
17223,Normal
7298,Normal
5021,Anormal
5282,Anormal
2689,Normal
14196,Normal
15022,Anormal
9510,Anormal
12940,Normal
16880,Normal
1972,Normal
12202,Anormal
10746,Normal
996,Anormal
15565,Anormal
3186,Normal
7501,Anormal
5692,Anormal
13926,
2944,Anormal
95,
10484,Anormal
3654,
13502,Normal
7125,Normal
6543,Anormal
9063,Anormal
13752,Normal
3639,Normal
16370,Normal
10462,Normal
2672,Normal
15543,Normal
16424,Anormal
838,Normal
10237,Normal
12142,Normal
4908,Normal
1160,Normal
7414,Normal
9732,Normal
8232,Normal
16749,Normal
8833,Anormal
7241,Anormal
14449,
11266,Normal
2669,Normal
2452,Anormal
331,Anormal
6035,Anormal
175,
6096,Anormal
15911,Normal
6629,Anormal
3304,Anormal
17587,Normal
8926,Normal
10677,Normal
14030,Normal
15037,Anormal
8366,Anormal
1572,Normal
5615,Anormal
14185,Normal
6177,Normal
2709,Normal
15181,Anormal
2003,Anormal
16543,Normal
12670,Anormal
5673,Normal
6296,Anormal
13231,
17495,Anormal
2183,Anormal
9933,Anormal
6292,Normal
10397,Normal
17763,
14225,
12816,Anormal
8215,
7899,Anormal
15059,Anormal
13756,
3362,
9999,Normal
17672,Normal
16253,Normal
731,Normal
17823,Normal
16899,Normal
15243,Normal
3884,Anormal
16474,Normal
9774,Anormal
8073,Anormal
14331,Normal
2477,Anormal
13644,Normal
3372,Anormal
2291,Normal
7346,Anormal
6135,Normal
14551,Normal
12187,Anormal
16078,Anormal
17515,Anormal
2548,Normal
566,Normal
7456,
10177,Normal
8893,Anormal
5881,Anormal
17634,
4900,Normal
13588,Normal
17472,Normal
15785,Anormal
12505,Normal
10483,Normal
14083,Normal
11931,Normal
8647,
8682,Normal
3011,Normal
16445,Anormal
6070,Normal
11452,Normal
110,Normal
1022,Anormal
11956,Anormal
6409,Normal
1170,Anormal
12070,Normal
1910,Anormal
15790,Normal
202,Anormal
5295,Anormal
6992,Anormal
11620,Anormal
3476,Anormal
3282,Normal
5782,
6728,Anormal
3399,Normal
1210,Normal
10077,Normal
4328,Anormal
11481,Normal
11823,Normal
1428,Normal
10883,Normal
3963,Anormal
17024,Normal
7131,Anormal
1306,Anormal
4778,Anormal
14002,Normal
15214,Anormal
2278,Anormal
13909,Anormal
2575,Anormal
3045,Normal
14560,
3300,Normal
7813,Normal
2090,Normal
3790,Normal
2816,Anormal
7048,Anormal
12338,Normal
15301,Anormal
2133,Anormal
5085,Normal
4709,
3887,Normal
17566,Anormal
17340,Normal
921,Anormal
14164,Anormal
11977,Anormal
3248,Normal
9910,
16670,Normal
16653,Normal
923,Normal
9802,
9752,Normal
4748,Anormal
8460,Normal
5013,Normal
10423,Normal
5771,Anormal
9310,Anormal
16968,Anormal
5394,Normal
7883,Normal
8649,Anormal
6088,Anormal
11573,Normal
15310,Anormal
2304,
939,Anormal
8154,Anormal
11321,Anormal
3337,Anormal
12990,
16039,Normal
13525,
5234,Normal
13333,
5093,Normal
13963,Normal
17452,Normal
9601,
15080,
4653,Anormal
4554,Normal
13308,Anormal
13836,Normal
17178,Normal
11828,Normal
14878,Normal
5003,Anormal
11542,Normal
8036,Normal
11584,Normal
11953,Normal
14965,Normal
4730,Anormal
12001,Normal
1822,
17088,Normal
3656,Anormal
14403,Normal
15788,Normal
10088,
5802,Anormal
5838,Anormal
4261,
17038,Anormal
11382,Anormal
4763,Normal
15007,Normal
8300,Anormal
2567,Anormal
7870,Normal
15332,Anormal
12240,Normal
7163,Anormal
10404,Normal
12582,Normal
761,Normal
7887,Normal
734,Anormal
8523,Anormal
15129,Normal
10703,Normal
17203,Normal
17855,
15489,Normal
10487,Normal
11745,Anormal
11181,Normal
6709,Normal
5007,Normal
5276,Normal
5325,Normal
14057,Normal
2145,Anormal
1536,Normal
8173,Normal
12457,Normal
14803,Normal
1676,Normal
11265,Normal
7351,Normal
17724,Normal
5531,Normal
2661,Anormal
257,Normal
1340,Normal
10335,Anormal
8885,Anormal
5867,Normal
10500,Anormal
13031,Anormal
15184,Anormal
7896,Anormal
14168,Normal
10742,Normal
8579,
278,Anormal
7451,Normal
9044,Normal
13490,Normal
6260,Normal
504,Normal
1837,Anormal
7846,
14612,Anormal
6731,Normal
10697,Anormal
8003,Normal
16525,Normal
3950,Normal
17412,
17708,
3928,Normal
13455,Normal
11724,Anormal
2080,Normal
9930,Normal
17212,Normal
7174,Normal
1909,Normal
11763,Normal
10203,Normal
11790,Anormal
9819,Anormal
7391,Normal
